Date,Actual,Predicted,Next_Actual,Predicted_Change,Actual_Change,Position,Market_Return,Strategy_Return,Position_Change,Cumulative_Market_Return,Cumulative_Strategy_Return,Market_Portfolio,Strategy_Portfolio
2023-07-17,0.9616506962044487,0.91050243,0.9660699199962302,0.0009924173,0.004419223791781501,1,0.004595456343164718,0.0035954563431647183,2.0,1.0426724498061994,1.121632203625247,10426.724498061994,11216.32203625247
2023-07-18,0.9660699199962302,0.91149485,0.9789371648979674,0.029666245,0.012867244901737296,1,0.013319165244051391,0.013319165244051391,0.0,1.0565599764605882,1.1365714082883813,10565.599764605882,11365.714082883813
2023-07-19,0.9789371648979674,0.9411611,0.9849988724752701,0.0017549396,0.006061707577302622,1,0.006192131420339344,0.006192131420339344,0.0,1.0631023346883026,1.143609207817103,10631.023346883027,11436.09207817103
2023-07-20,0.9849988724752701,0.94291604,0.9958332071178784,0.0043085217,0.010834334642608301,1,0.010999337101150147,0.010999337101150147,0.0,1.074795755640559,1.1561881510058625,10747.95755640559,11561.881510058625
2023-07-21,0.9958332071178784,0.94722456,0.9955134612989758,0.0009977818,-0.0003197458189025948,1,-0.00032108370821254005,-0.00032108370821254005,0.0,1.0744506562337668,1.1558169178269462,10744.506562337669,11558.169178269462
2023-07-24,0.9955134612989758,0.94822234,0.989175762593778,0.0028905869,-0.006337698705197736,1,-0.006366261182373282,-0.006366261182373282,0.0,1.0676104227286103,1.1484586854490542,10676.104227286103,11484.586854490542
2023-07-25,0.989175762593778,0.9511129,0.97799475616857,-0.0011372566,-0.011181006425208029,-1,-0.01130335664097716,0.01030335664097716,-2.0,1.0555428413668844,1.1602916648726636,10555.428413668844,11602.916648726636
2023-07-26,0.97799475616857,0.94997567,0.9850527244026643,-0.007524669,0.007057968234094325,-1,0.007216775130517973,-0.007216775130517973,0.0,1.063160456693657,1.1519181008414632,10631.60456693657,11519.181008414631
2023-07-27,0.9850527244026643,0.942451,0.9972299914846638,0.008351922,0.01217726708199951,1,0.012362045990364424,0.011362045990364424,2.0,1.076303295154441,1.1650062472803573,10763.032951544408,11650.062472803573
2023-07-28,0.9972299914846638,0.9508029,1.0164618610552958,0.005978167,0.019231869570631943,1,0.01928528998811976,0.01928528998811976,0.0,1.0970601163166631,1.1874737305971301,10970.601163166632,11874.7373059713
2023-07-31,1.0164618610552958,0.9567811,1.017599483021497,0.004083872,0.0011376219662011522,1,0.0011191978861066832,0.0011191978861066832,0.0,1.0982879436797768,1.1888027486862216,10982.879436797768,11888.027486862216
2023-08-01,1.017599483021497,0.96086496,1.0282890906092337,0.0047983527,0.010689607587736738,1,0.010504729774426309,0.010504729774426309,0.0,1.1098251617426431,1.2012908003162657,11098.251617426431,12012.908003162656
2023-08-02,1.0282890906092337,0.9656633,1.027649598971428,0.0024716854,-0.0006394916378056337,1,-0.0006218986894305687,-0.0006218986894305687,0.0,1.1091349629290583,1.2005437191419241,11091.349629290584,12005.437191419242
2023-08-03,1.027649598971428,0.968135,1.028406891700408,0.006418824,0.0007572927289800635,1,0.0007369172622049732,0.0007369172622049732,0.0,1.1099523036293557,1.2014284205325916,11099.523036293556,12014.284205325916
2023-08-04,1.028406891700408,0.9745538,1.02976665286711,0.0047653317,0.0013597611667020004,1,0.001322201531004638,0.001322201531004638,0.0,1.1114198842645566,1.2030169510296123,11114.198842645566,12030.169510296122
2023-08-07,1.02976665286711,0.97931916,1.0408534184193787,0.005049169,0.011086765552268618,1,0.010766289160170882,0.010766289160170882,0.0,1.1233857521169126,1.2159689793889843,11233.857521169126,12159.689793889844
2023-08-08,1.0408534184193787,0.9843683,1.0318668780354814,0.004460633,-0.008986540383897346,1,-0.008633819349456664,-0.008633819349456664,0.0,1.1136866424733818,1.2054705228863967,11136.866424733818,12054.705228863966
2023-08-09,1.0318668780354814,0.98882896,1.0190501193156765,-0.0075036287,-0.012816758719804922,-1,-0.012420942073657886,0.011420942073657885,-2.0,1.0998536051990133,1.2192381318997845,10998.536051990133,12192.381318997845
2023-08-10,1.0190501193156765,0.9813253,1.0375448906301012,0.007467091,0.018494771314424785,1,0.01814903012507824,0.01714903012507824,2.0,1.119814881412946,1.240146883353378,11198.148814129461,12401.46883353378
2023-08-11,1.0375448906301012,0.9887924,1.051388201715857,0.0041288137,0.01384331108575565,1,0.01334237314527047,0.01334237314527047,0.0,1.1347558694143842,1.256693385826023,11347.558694143841,12566.93385826023
2023-08-14,1.051388201715857,0.99292123,1.0490220826559769,0.0025000572,-0.0023661190598800452,1,-0.002250471382519376,-0.002250471382519376,0.0,1.1322021338041213,1.25386523332462,11322.021338041213,12538.6523332462
2023-08-15,1.0490220826559769,0.9954213,1.056726274018801,0.003172338,0.0077041913628241865,1,0.007344165094521417,0.007344165094521417,0.0,1.1405172131951482,1.2630738266044368,11405.172131951482,12630.738266044367
2023-08-16,1.056726274018801,0.9985936,1.0641679372355786,0.0056019425,0.007441663216777528,1,0.007042186230949272,0.007042186230949272,0.0,1.1485489478100717,1.271968627714823,11485.489478100717,12719.68627714823
2023-08-17,1.0641679372355786,1.0041956,1.067200473896961,0.0036580563,0.003032536661382368,1,0.0028496786599867692,0.0028496786599867692,0.0,1.1518219432365964,1.2755933295693946,11518.219432365964,12755.933295693947
2023-08-18,1.067200473896961,1.0078536,1.0748272531141558,0.004099965,0.007626779217194901,1,0.007146529076533443,0.007146529076533443,0.0,1.1600534722449258,1.2847093943889942,11600.534722449258,12847.093943889942
2023-08-21,1.0748272531141558,1.0119536,1.0550063780876506,0.0014513731,-0.019820875026505202,1,-0.018440986650717216,-0.018440986650717216,0.0,1.138660941649139,1.2610180855970157,11386.609416491388,12610.180855970157
2023-08-22,1.0550063780876506,1.013405,1.057867261730464,-0.0062879324,0.00286088364281345,-1,0.002711721656128003,-0.003711721656128003,-2.0,1.141748673183596,1.2563375374599361,11417.48673183596,12563.375374599362
2023-08-23,1.057867261730464,1.007117,1.0668538021143614,0.00485754,0.008986540383897346,1,0.008494960293219701,0.007494960293219701,2.0,1.1514477828271268,1.2657537374180798,11514.477828271269,12657.537374180798
2023-08-24,1.0668538021143614,1.0119746,1.0762745236628735,0.0048758984,0.009420721548512034,1,0.008830377254916677,0.008830377254916677,0.0,1.1616155011388278,1.2769308204313023,11616.155011388279,12769.308204313023
2023-08-25,1.0762745236628735,1.0168505,1.0622023418856923,-0.00023627281,-0.01407218177718117,-1,-0.013074900007192835,0.012074900007192836,-2.0,1.1464274946146324,1.292349632404113,11464.274946146325,12923.49632404113
2023-08-28,1.0622023418856923,1.0166142,1.053353797065743,-0.0030015707,-0.008848544819949344,-1,-0.008330375928413807,0.008330375928413807,0.0,1.136877322609823,1.3031153906729869,11368.77322609823,13031.153906729869
2023-08-29,1.053353797065743,1.0136126,1.0788661476687162,0.0007506609,0.0255123506029733,1,0.024220115476909415,0.023220115476909414,2.0,1.1644126226465126,1.3333738805241515,11644.126226465125,13333.738805241515
2023-08-30,1.0788661476687162,1.0143633,1.0997640612431043,0.008419752,0.020897913574388083,1,0.019370256096685995,0.019370256096685995,0.0,1.1869675933493893,1.3592016740625363,11869.675933493892,13592.016740625364
2023-08-31,1.0997640612431043,1.022783,1.0970983908370944,0.0038763285,-0.0026656704060099567,1,-0.0024238566252081832,-0.0024238566252081832,0.0,1.184090554084342,1.355907164079866,11840.90554084342,13559.071640798658
2023-09-01,1.0970983908370944,1.0266594,1.0909054191867686,0.0017346144,-0.006192971650325729,1,-0.005644864400539723,-0.005644864400539723,0.0,1.177406523468576,1.3482532519989148,11774.06523468576,13482.532519989149
2023-09-05,1.0909054191867686,1.028394,1.0884147675447895,0.003109455,-0.002490651641979147,1,-0.002283105022831255,-0.002283105022831255,0.0,1.1747183807209307,1.3451750482272276,11747.183807209307,13451.750482272275
2023-09-06,1.0884147675447895,1.0315034,1.0945269613040243,0.0018062592,0.006112193759234774,1,0.005615684334219813,0.005615684334219813,0.0,1.1813152283286654,1.3527291266723407,11813.152283286654,13527.291266723407
2023-09-07,1.0945269613040243,1.0333097,1.0989529165867302,0.0036700964,0.004425955282705951,1,0.004043715174848547,0.004043715174848547,0.0,1.1860921306437375,1.3581991779693252,11860.921306437376,13581.991779693251
2023-09-08,1.0989529165867302,1.0369798,1.1098848578477403,0.0040472746,0.010931941261010047,1,0.009947597477573362,0.009947597477573362,0.0,1.1978908977306988,1.371709996686135,11978.908977306988,13717.09996686135
2023-09-11,1.1098848578477403,1.0410271,1.1029951768867527,0.0017123222,-0.006889680960987521,1,-0.006207563705615203,-0.006207563705615203,0.0,1.190454913670659,1.3631950194960767,11904.54913670659,13631.950194960767
2023-09-12,1.1029951768867527,1.0427394,1.1021571062666813,-0.0031292439,-0.0008380706200714627,-1,-0.0007598134947760605,-0.0002401865052239395,-2.0,1.1895503899623296,1.3628675984484053,11895.503899623296,13628.675984484053
2023-09-13,1.1021571062666813,1.0396101,1.110352696466977,0.00301826,0.0081955902002957,1,0.007435954596397321,0.006435954596397321,2.0,1.1983958326522164,1.3716389524329202,11983.958326522164,13716.389524329203
2023-09-14,1.110352696466977,1.0426284,1.1211500079095018,0.005652666,0.010797311442524826,1,0.009724217788528557,0.009724217788528557,0.0,1.2100492947257917,1.3849770683336071,12100.492947257917,13849.770683336072
2023-09-15,1.1211500079095018,1.0482811,1.1034798442333,-0.0008198023,-0.017670163676201778,-1,-0.015760748830702498,0.014760748830702497,-2.0,1.1909780117188498,1.405420366975562,11909.780117188498,14054.203669755621
2023-09-18,1.1034798442333,1.0474613,1.1109989195957066,0.000813365,0.007519075362406591,1,0.006813967107510567,0.005813967107510567,2.0,1.1990932967164702,1.4135914347613834,11990.932967164703,14135.914347613834
2023-09-19,1.1109989195957066,1.0482746,1.1241892760618084,0.005728364,0.013190356466101782,1,0.01187251961586224,0.01187251961586224,0.0,1.2133295554029855,1.4303743267994027,12133.295554029855,14303.743267994027
2023-09-20,1.1241892760618084,1.054003,1.1247446240630605,0.0016767979,0.0005553480012521206,1,0.000493998664706696,0.000493998664706696,0.0,1.213928938583204,1.4310809298068725,12139.289385832039,14310.809298068725
2023-09-21,1.1247446240630605,1.0556798,1.1072999653328217,-0.0006169081,-0.017444658730238816,-1,-0.01550988407236944,0.014509884072369441,-2.0,1.195101041473684,1.4518457481965488,11951.01041473684,14518.457481965488
2023-09-22,1.1072999653328217,1.0550629,1.1178886005566944,-0.005818367,0.010588635223872656,-1,0.009562571620500344,-0.009562571620500344,0.0,1.2065292807765107,1.4379623692475003,12065.292807765107,14379.623692475003
2023-09-25,1.1178886005566944,1.0492445,1.1126111116720687,0.0052542686,-0.005277488884625647,1,-0.0047209434660998644,-0.0057209434660998645,2.0,1.2008333242517706,1.4297358678266563,12008.333242517705,14297.358678266562
2023-09-26,1.1126111116720687,1.0544988,1.126949187340758,0.005707264,0.014338075668689276,1,0.012886870819707654,0.012886870819707654,0.0,1.2163083081774033,1.448160689261641,12163.083081774033,14481.60689261641
2023-09-27,1.126949187340758,1.060206,1.1510950452861053,0.005153537,0.024145857945347293,1,0.021425862156504008,0.021425862156504008,0.0,1.242368762328223,1.4791887805702286,12423.687623282229,14791.887805702287
2023-09-28,1.1510950452861053,1.0653596,1.1474095540050686,0.0035799742,-0.003685491281036679,1,-0.0032017263006467447,-0.0032017263006467447,0.0,1.2383910375867746,1.4744528229478553,12383.910375867747,14744.528229478552
2023-09-29,1.1474095540050686,1.0689396,1.1396818024240098,0.0031994581,-0.007727751581058762,1,-0.006734954885188819,-0.006734954885188819,0.0,1.2300505298184055,1.4645224497049623,12300.505298184054,14645.224497049623
2023-10-02,1.1396818024240098,1.072139,1.1428220429401807,0.0013508797,0.0031402405161709,1,0.0027553660236496413,0.0027553660236496413,0.0,1.2334397692556394,1.4685577451037515,12334.397692556393,14685.577451037514
2023-10-03,1.1428220429401807,1.0734899,1.1419671435927987,0.0012671947,-0.0008548993473820321,1,-0.0007480599036947176,-0.0007480599036947176,0.0,1.2325170824206366,1.467459175938379,12325.170824206367,14674.591759383791
2023-10-04,1.1419671435927987,1.0747571,1.149277542736553,0.006575346,0.007310399143754198,1,0.006401584480578481,0.006401584480578481,0.0,1.2404071446475085,1.4768532398249488,12404.071446475085,14768.532398249488
2023-10-05,1.149277542736553,1.0813324,1.1526230937259139,0.004220724,0.003345550989360957,1,0.0029110035347900748,0.0029110035347900748,0.0,1.2440179742301563,1.4811523648264455,12440.179742301563,14811.523648264456
2023-10-06,1.1526230937259139,1.0855532,1.1345557720851802,0.002086401,-0.018067321640733658,1,-0.015674960651994318,-0.015674960651994318,0.0,1.224518041433725,1.4579353597881826,12245.180414337248,14579.353597881825
2023-10-09,1.1345557720851802,1.0876396,1.1312169525867435,-0.0029325485,-0.003338819498436729,-1,-0.002942842988053704,0.0019428429880537041,-2.0,1.2209144771017464,1.4607678992789825,12209.144771017463,14607.678992789826
2023-10-10,1.1312169525867435,1.084707,1.1479379760426238,-1.8835068e-05,0.016721023455880335,-1,0.014781447022734696,-0.014781447022734696,0.0,1.2389613597643159,1.4391756359632788,12389.613597643158,14391.756359632787
2023-10-11,1.1479379760426238,1.0846882,1.119295482159866,-0.012613177,-0.028642493882757858,-1,-0.024951255625760692,0.024951255625760692,0.0,1.2080477181663962,1.4750848751465653,12080.477181663962,14750.848751465654
2023-10-12,1.119295482159866,1.072075,1.1369387198723708,0.006109476,0.017643237712504867,1,0.015762806152365878,0.014762806152365877,2.0,1.227089940170661,1.4968612672166408,12270.89940170661,14968.612672166408
2023-10-13,1.1369387198723708,1.0781845,1.1388437318039384,0.003362298,0.0019050119315675573,1,0.001675562541999984,0.001675562541999984,0.0,1.2291460061100759,1.4993693518865596,12291.460061100759,14993.693518865597
2023-10-16,1.1388437318039384,1.0815468,1.1223010928575514,0.0010910034,-0.016542638946386967,1,-0.014525819903476383,-0.014525819903476383,0.0,1.2112916525902437,1.4775897827122635,12112.916525902438,14775.897827122635
2023-10-17,1.1223010928575514,1.0826378,1.1240075258068531,-0.016192317,0.0017064329493017283,-1,0.0015204769559271187,-0.0025204769559271185,-2.0,1.2131333936349142,1.4738655517146237,12131.333936349143,14738.655517146237
2023-10-18,1.1240075258068531,1.0664455,1.123522858460306,0.005951524,-0.000484667346547063,1,-0.000431195819795914,-0.001431195819795914,2.0,1.212610295586724,1.4717561614980685,12126.10295586724,14717.561614980685
2023-10-19,1.123522858460306,1.072397,1.116172070371006,-0.01802516,-0.007350788089300009,-1,-0.00654262441920732,0.00554262441920732,-2.0,1.2046766418558361,1.4799135531379066,12046.766418558362,14799.135531379066
2023-10-20,1.116172070371006,1.0543718,1.0875363079791727,-0.017825127,-0.028635762391833408,-1,-0.025655329632388243,0.025655329632388243,0.0,1.1737702655085862,1.5178812231710985,11737.702655085863,15178.812231710985
2023-10-23,1.0875363079791727,1.0365467,1.0890105044915874,-0.009781361,0.0014741965124147605,-1,0.0013555377430607978,-0.0013555377430607978,0.0,1.1753613554051656,1.5158236778836067,11753.613554051657,15158.236778836068
2023-10-24,1.0890105044915874,1.0267653,1.0764057877358968,-0.00502491,-0.012604716755690637,-1,-0.011574467559039058,0.011574467559039058,0.0,1.1617571735268803,1.5333685298684938,11617.571735268804,15333.685298684939
2023-10-25,1.0764057877358968,1.0217404,1.0676279235706518,-0.0058517456,-0.008777864165244953,-1,-0.00815479093967735,0.00815479093967735,0.0,1.1522832866540982,1.5458728296630517,11522.832866540983,15458.728296630517
2023-10-26,1.0676279235706518,1.0158887,1.0615325585387279,-0.0064721107,-0.006095365031923983,-1,-0.0057092596562463484,0.0057092596562463484,0.0,1.145704602173037,1.5546986190431342,11457.04602173037,15546.986190431342
2023-10-27,1.0615325585387279,1.0094166,1.075507133697507,0.0076789856,0.013974575158779201,1,0.01316452806498574,0.01216452806498574,2.0,1.1607872625625273,1.5736107940270792,11607.872625625272,15736.107940270791
2023-10-30,1.075507133697507,1.0170956,1.0943586740309175,0.01666212,0.01885154033341041,1,0.017528047692812906,0.017528047692812906,0.0,1.1811335970619328,1.6011931190747108,11811.335970619328,16011.93119074711
2023-10-31,1.0943586740309175,1.0337577,1.0724880600179731,0.007538438,-0.021870614012944323,1,-0.019984868336070265,-0.019984868336070265,0.0,1.157528797637341,1.569193485409381,11575.287976373409,15691.93485409381
2023-11-01,1.0724880600179731,1.0412961,1.0942879933762126,-0.00817287,0.021799933358239487,-1,0.020326504481433718,-0.02132650448143372,-2.0,1.181057311929905,1.5357280735105612,11810.57311929905,15357.280735105613
2023-11-02,1.0942879933762126,1.0331233,1.104210210998583,0.008263707,0.009922217622370333,1,0.009067281814686882,0.008067281814686883,2.0,1.19176629141647,1.5481172246702972,11917.662914164699,15481.172246702972
2023-11-03,1.104210210998583,1.041387,1.1007266644452744,0.0086631775,-0.003483546553308514,1,-0.003154785672701033,-0.003154785672701033,0.0,1.1880065241951012,1.5432332466302456,11880.065241951012,15432.332466302456
2023-11-06,1.1007266644452744,1.0500501,1.0755677171158253,-0.015042663,-0.02515894732944912,-1,-0.022856671090209578,0.021856671090209577,-2.0,1.1608526498185507,1.5769631881173192,11608.526498185507,15769.631881173193
2023-11-07,1.0755677171158253,1.0350075,1.0823968146584944,-0.013853788,0.006829097542669027,-1,0.006349295757017982,-0.006349295757017982,0.0,1.1682232466225666,1.5669505824380323,11682.232466225665,15669.505824380323
2023-11-08,1.0823968146584944,1.0211537,1.1071215808233286,0.009586573,0.02472476616483421,1,0.022842608025075435,0.021842608025075434,2.0,1.1949085123309469,1.60117686980489,11949.085123309469,16011.7686980489
2023-11-09,1.1071215808233286,1.0307403,1.113731904910959,0.019786954,0.006610324087630515,1,0.0059707300463916905,0.0059707300463916905,0.0,1.2020429884882102,1.6107370646510213,12020.429884882102,16107.370646510213
2023-11-10,1.113731904910959,1.0505272,1.1288037130903936,0.007405877,0.015071808179434543,1,0.013532707569008278,0.013532707569008278,0.0,1.2183098847367981,1.6325346983175064,12183.09884736798,16325.346983175064
2023-11-13,1.1288037130903936,1.0579331,1.122671324858386,0.0040500164,-0.0061323882320076795,1,-0.005432643568489576,-0.005432643568489576,0.0,1.2116912413770555,1.6236657191883557,12116.912413770555,16236.657191883556
2023-11-14,1.122671324858386,1.0619831,1.129419644509964,0.004946947,0.006748319651578072,1,0.006010948620629735,0.006010948620629735,0.0,1.21897465517304,1.6334254904034746,12189.7465517304,16334.254904034746
2023-11-15,1.129419644509964,1.06693,1.1416911524649036,0.0055508614,0.012271507954939587,1,0.010865321862064818,0.010865321862064818,0.0,1.2322192071431948,1.6511731840944095,12322.192071431948,16511.731840944096
2023-11-16,1.1416911524649036,1.0724809,1.1442457532706631,0.0036599636,0.0025546008057595326,1,0.0022375585553449954,0.0022375585553449954,0.0,1.2349763697721983,1.6548677807788361,12349.763697721983,16548.67780778836
2023-11-17,1.1442457532706631,1.0761409,1.140213590207027,0.002600193,-0.004032163063636185,1,-0.0035238610692771397,-0.0035238610692771397,0.0,1.2306244846212808,1.6490362566313486,12306.244846212809,16490.362566313484
2023-11-20,1.140213590207027,1.0787411,1.1544035730753825,0.0037872791,0.0141899828683556,1,0.012445021696136024,0.012445021696136024,0.0,1.2459396330321888,1.6695585486228406,12459.396330321888,16695.585486228407
2023-11-21,1.1544035730753825,1.0825284,1.1701586275836302,0.004918456,0.015755054508247657,1,0.013647787373245467,0.013647787373245467,0.0,1.2629439522237116,1.6923443287016293,12629.439522237117,16923.443287016293
2023-11-22,1.1701586275836302,1.0874468,1.1678127029965233,0.003987193,-0.002345924587106918,1,-0.0020047919417141217,-0.0020047919417141217,0.0,1.260412012365457,1.6889515304288427,12604.12012365457,16889.515304288427
2023-11-24,1.1678127029965233,1.091434,1.1685699957255034,0.0043963194,0.0007572927289800635,1,0.0006484710493702499,0.0006484710493702499,0.0,1.2612293530657543,1.6900467666001153,12612.293530657544,16900.467666001154
2023-11-27,1.1685699957255034,1.0958303,1.166328409247722,0.0049010515,-0.0022415864777813876,1,-0.0019182303892628229,-0.0019182303892628229,0.0,1.2588100245928733,1.6868048675331475,12588.100245928732,16868.048675331476
2023-11-28,1.166328409247722,1.1007314,1.1732584791542553,0.005074978,0.0069300699065333315,1,0.005941782650225595,0.005941782650225595,0.0,1.266289600156929,1.6968274954293718,12662.89600156929,16968.27495429372
2023-11-29,1.1732584791542553,1.1058064,1.180319813133812,0.0044822693,0.007061333979556661,1,0.006018566330453313,0.006018566330453313,0.0,1.2739108481090367,1.7070399642619505,12739.108481090367,17070.399642619504
2023-11-30,1.180319813133812,1.1102886,1.1605258640710037,-0.0018503666,-0.01979394906280829,-1,-0.016769987966443013,0.01576998796644301,-2.0,1.252547378515927,1.7339599639565988,12525.473785159269,17339.59963956599
2023-12-01,1.1605258640710037,1.1084383,1.1721242229335163,0.0038166046,0.011598358862512592,1,0.009994054610576932,0.00899405461057693,2.0,1.2650654054191501,1.7495552945649784,12650.654054191502,17495.552945649782
2023-12-04,1.1721242229335163,1.1122549,1.1596103813053031,0.0016801357,-0.012513841628213118,1,-0.010676207677795695,-0.010676207677795695,0.0,1.2515593044249005,1.7308766788964158,12515.593044249004,17308.76678896416
2023-12-05,1.1596103813053031,1.113935,1.153228927909098,-0.003748417,-0.006381453396205217,-1,-0.005503101299439904,0.004503101299439904,-2.0,1.2446718467903937,1.7386709919183245,12446.718467903936,17386.709919183246
2023-12-06,1.153228927909098,1.1101866,1.1476552534238045,-0.015517354,-0.005573674485293445,-1,-0.004833103255048406,0.004833103255048406,0.0,1.2386562192362038,1.7470741683488231,12386.562192362038,17470.74168348823
2023-12-07,1.1476552534238045,1.0946692,1.1658100844465535,0.007309556,0.018154831022749063,1,0.0158190632322622,0.0148190632322622,2.0,1.258250600291336,1.7729641709210362,12582.50600291336,17729.641709210362
2023-12-08,1.1658100844465535,1.1019788,1.1594454597776587,0.004830599,-0.006364624668894869,1,-0.005459400938289494,-0.005459400938289494,0.0,1.2513813057835024,1.7632848486627564,12513.813057835023,17632.848486627565
2023-12-11,1.1594454597776587,1.1068094,1.171642921332431,0.0024375916,0.012197461554772415,1,0.010520082209913923,0.010520082209913923,0.0,1.2645459399962942,1.7818347502301841,12645.459399962941,17818.34750230184
2023-12-12,1.171642921332431,1.109247,1.1862233306743943,0.0066131353,0.014580409341963252,1,0.012444413802613111,0.012444413802613111,0.0,1.2802824729460225,1.8040086391899244,12802.824729460224,18040.086391899244
2023-12-13,1.1862233306743943,1.1158601,1.1815146527728695,0.0030308962,-0.004708677901524849,1,-0.003969469980705792,-0.003969469980705792,0.0,1.2752004301028395,1.796847681051726,12752.004301028395,17968.47681051726
2023-12-14,1.1815146527728695,1.118891,1.1806429246981769,9.191036e-05,-0.0008717280746926015,1,-0.0007378055554764073,-0.0007378055554764073,0.0,1.2742595801411636,1.7955219568503011,12742.595801411635,17955.219568503013
2023-12-15,1.1806429246981769,1.1189829,1.1846077728525701,0.0029064417,0.003964848154393241,1,0.0033582110826665284,0.0033582110826665284,0.0,1.2785388127853876,1.8015516985849667,12785.388127853876,18015.516985849667
2023-12-18,1.1846077728525701,1.1218894,1.2034997021315266,0.0018332005,0.018891929278956443,1,0.01594783498124795,0.01594783498124795,0.0,1.2989287387888095,1.8302825477841864,12989.287387888095,18302.825477841863
2023-12-19,1.2034997021315266,1.1237226,1.2145393472473252,0.0017410517,0.01103964511579858,1,0.00917295209649507,0.00917295209649507,0.0,1.3108437498864802,1.847071641918062,13108.437498864801,18470.71641918062
